mol,Class
01100000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100001000000000000000000000000000000000100000000000000010000000000000000000000000000100000000000010000000000000000000010000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000010000000000000000000100000000000000000100000100000010100000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000001000000000000000000000010100000000100000000001000000000000000001000000001000000000000000000000100000001000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000100000000100010000000000000000000000000000000000000000010000100000000000001000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,0
01100000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000010000100000000000000010000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000010000000000000000000100000000000000000100000000000010100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000100000000001000000000000000001000000001000000000000000000000100000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100010000000000000000000000000000000000000000010000100000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000001000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,0
01000100000000000000000000000000010000000000000010000000000000000000000000000000100000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100001000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000000000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010010000000010000000000000001000000000000000000001000000000000000000000000000000000001000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000001000000000001000000000000000000000000000000,1
01000100000001000000000000000000010000000000000010000000000000000000000000000000100000000000000000000000000000000010001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100001000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000010000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000010000000000000001000000000000000000001000000000000000000000000010000000001000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000100000000000000,1
01000100000000000000000000000000010000000000000010000000000000000000000000000000100000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000100001000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000000000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000010000000000000001000000000000000000001000000000000000000000000010000000001000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000,1
00000100000000000000000000000000010000000000000010000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100001000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000100000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000000000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000100000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000010000000000000001000000000000000000001000000000000000000000000000000000011000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000100000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000,1
01000100000001000000000000000000010000000000000000000000010000000000000000000000100000000000000000000000000000100010001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010000000000000000000000000010000000000000100000001000000000001000000000000000001000000000000000000000000000000101000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000010000000000000001000000000000000000001000000000000000000000000010000000001000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000100000000000100000000000000,1
01000100000001000000000000000000010000000000000010000000000000000000000000000000100000000000000000000000000000000010001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000001000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010000000000000000000000000010000000000000100000001000000000000000000000000000001000000000010000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000010000000000000001000000000000000000001000000000000000000000000010000000001000100000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000010000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000001000110000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000,1
01000100000001000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000011001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000010000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000010000000000000001000000000000000000001000000000000000000000000010000000001000100000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000100000000000000,1
01000100000001000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000010001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000000000000001000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000010000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001010000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000001000000000000000000001000000000000000000000000010000000001000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000100000000000000,1
01000100000001000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000010001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000100000000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000010000000000000100000001000000000101000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001000000000000000000000000000000000000000000000010000000001000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000100000000000000000000001000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000,1
00000100000000000000000000000000010000000000000010000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100001000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000000000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000010000000000000001000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000001000000000000000000000000000000000000001000000000000000000000000000000,1
01000100000001000000000000000000000000000000000010000000000000100000000000000000100000000000000000000000000000000010001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000001000000000000000001000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000010000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000010000000001000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000100000000000000,1
01000100000001000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000010001000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000001000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000001000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000001000001000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000010000000000000100000001000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000010000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000100000000000000000000000000000000010000000001001100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000100000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000,0
00000100000000000000000000000000010000000000000010000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000001000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000001000000000000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000010100000000000000000000000000000000000000100000000000000000001000000000000000001000000001000000000000000000000101000000000000100000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000010000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000100000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000,0
01000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000010010100000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000010000000000000000000000001000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010100000000000000000000000000010000000000000000000100000000000000000100000000000010000000000000000000000000010000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000001000000001000000000000000000000100000000000001000000000001000000000000000000000000000000000000010000000000000000000000000001000000000000000000100000000000000000000000000000100000000000000000000010000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000010000100000000000001000000000000000011000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000010000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000010000100000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000100000000000001001000000000000000000000010000000001000000000000000000001000000000000000001000000010000000000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000,1
01000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000001000000000000010010100000000000001000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000100100000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010100000000000000000000000000010000000000000000000100000000000000000100000000000010000000000000010000000000010000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000001000000001000000000000000000000100000000000001000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000010000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000010000100000000000001000000000000000011000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000010000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000010000100000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000100000000000001001000000000000000000000010000000001000000000000000000001000000000000000001000000010000000000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000,1
01000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000010010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010100000010000000000000000000000001000000000000000010000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000100000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010100000000000000000000000000010001000000000000000100000000000000000100000000000010000000000000000000000000010000000000100010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000001000000001000000001000000000000000000000100000000000001000000000001000000000000000000000000000000000000010000000000000000000000000001000000000000000000100000000000000000000000010000100000000000100000000010000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000010000000000010000100000000000001000000000000000011000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000001000000000000010000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000100000000000001001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010010000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000,1
01000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000010010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010100000010000000000000000000000001000000000000000010000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010100000000000000000000000000010000000000000000000100000000000000000100000000000010000000000000000000000000010000000000100000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000001000001000000000001000000001000000000000000000000100000000000001000000000001000000000000000000000000000000000000010000000000000000000000000001000000000000000000100000000000000000000000010000100000000000100000000010000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000010000000000010000100000000000001000000000000000011000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000010001000000000000000000000001000100000000000001001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000,1
01000000000001000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000100000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000100010000000010000000000000000000000001000000000000000010000000000000000000010000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000001000000100000000000000000000000000100000000000000100000000000000000000000000000100010000000000000000000010000100000000000000000000000000000000000000000100000000000001000100000000100000000000010000000000000000000000000000010001000000000000000000000000000010000100000000000010000000000000000000000000010000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100010000001000000000000000001000000001000000000000000000000100000000000001000000000001000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000001000000000001000110000000000001001000000000000000000000010000000001000000000000000000001000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000,1
